EstimatedDeathRate,avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
141.2187615563713,113.0,36.0,121.4,413.3,54721.0,16252.0,12.7,0.0,"(54545.6, 61494.5]",54.4,54.0,54.6,"San Juan County, Washington",2.04,56.8,17.7,32.4,0.0,5.2,17.2,26.2,54.6,5.9,67.2,0.0,27.9,41.6,18.3,92.57332665,0.651792429,1.428929556,2.2374028580000003,50.0389206,4.586129754
179.76941306384674,740.0,269.0,172.7,499.3,51395.0,121846.0,15.7,837.1222691,"(51046.4, 54545.6]",41.0,40.0,42.2,"Skagit County, Washington",2.56,53.6,25.5,33.8,37.6,3.1,26.7,15.9,0.0,8.2,64.4,0.0,38.0,38.1,20.2,85.59027341,0.8060799540000001,1.887835902,6.226590582999999,52.93732685,5.818153266
164.98146350575306,55.0,26.0,188.3,398.9,52673.0,11339.0,12.6,0.0,"(51046.4, 54545.6]",45.2,44.9,45.5,"Skamania County, Washington",2.49,54.4,20.0,43.8,0.0,2.4,29.2,14.2,51.5,8.3,64.4,49.7,42.6,36.1,20.5,93.41812683,0.8449702040000001,0.978386552,0.773814818,52.94771969,4.805591962
169.46234121502297,3438.0,1118.0,165.3,493.4,71890.0,772501.0,9.9,138.51114760000002,"(61494.5, 125635]",37.6,36.6,38.7,"Snohomish County, Washington",2.68,52.1,15.4,33.3,0.0,8.3,24.3,20.9,62.1,7.5,73.3,61.6,54.3,25.9,14.1,78.83273756,2.595851085,9.51151338,2.2527198040000003,52.72049671,4.729251068
171.09825351375733,2265.0,901.0,171.0,440.7,50083.0,490945.0,16.3,462.37358560000007,"(48021.6, 51046.4]",37.2,35.7,38.7,"Spokane County, Washington",2.45,49.4,10.9,29.3,51.2,8.6,25.7,18.1,55.1,8.4,65.2,50.6,42.5,36.5,21.4,89.03816718,1.8270414609999999,2.315985625,1.03362505,48.18837711,5.355835918
183.03410669717456,251.0,106.0,174.2,423.8,43823.0,43791.0,19.3,0.0,"(42724.4, 45201]",46.2,45.6,46.8,"Stevens County, Washington",2.44,57.2,25.1,35.3,0.0,3.9,34.4,10.7,46.3,9.4,58.3,39.3,33.9,45.8,24.1,89.17745936,0.489115459,0.603931294,0.865711399,55.21239889,3.631082062
171.4718451640026,1390.0,483.0,169.9,495.9,61653.0,269536.0,11.9,207.7644545,"(61494.5, 125635]",38.5,37.1,39.9,"Thurston County, Washington",2.52,52.4,14.8,31.7,46.2,7.4,22.7,20.3,56.5,8.5,74.5,55.4,43.5,30.7,13.7,82.58622199,2.8398731739999996,5.83580425,1.226386727,50.87449211,5.180155167
176.87769168481026,32.0,12.0,153.8,463.2,51022.0,4042.0,13.9,0.0,"(48021.6, 51046.4]",52.1,51.5,53.1,"Wahkiakum County, Washington",2.31,53.5,37.2,20.8,37.8,4.2,33.1,10.1,35.7,10.6,64.7,38.6,35.2,49.7,20.4,92.96158612,0.123915737,1.1400247829999999,0.0,53.37995338,0.535475234
159.9600066789419,305.0,120.0,162.8,442.5,49819.0,60338.0,15.7,464.05250419999993,"(48021.6, 51046.4]",36.9,35.5,39.1,"Walla Walla County, Washington",2.5,46.5,13.7,29.2,0.0,5.6,22.6,16.4,54.5,6.4,65.7,47.6,40.0,38.0,18.8,86.23882396,1.649198004,1.617386063,5.63573653,49.327064899999996,4.138710893
169.81823684816763,1081.0,367.0,163.3,490.9,53733.0,212284.0,15.7,249.66554240000002,"(51046.4, 54545.6]",36.5,35.6,37.5,"Whatcom County, Washington",2.53,47.5,9.4,22.1,0.0,7.7,23.0,21.3,57.8,8.2,68.7,54.6,44.8,31.9,17.4,85.4703042,0.880733945,3.925156929,2.4258812169999997,48.06875024,4.4729858
154.23208665285992,134.0,50.0,140.8,390.5,41837.0,48177.0,28.4,0.0,"(40362.7, 42724.4]",24.2,24.4,23.9,"Whitman County, Washington",2.31,36.1,1.2,16.4,0.0,10.3,17.4,25.7,53.4,8.8,78.3,66.2,53.8,22.9,11.9,83.58260051,2.1546098380000003,7.614951751,1.61542247,40.55405483,3.3041590339999996
170.053853534441,958.0,403.0,169.4,411.0,44342.0,248830.0,20.5,301.4106016,"(42724.4, 45201]",32.5,31.6,33.6,"Yakima County, Washington",3.05,48.6,28.7,39.3,0.0,3.0,27.8,9.8,56.0,9.0,54.6,42.3,30.8,35.7,22.4,78.02051672,0.8427375020000001,1.089697989,12.95026838,50.66898414,6.560611666000001
197.82434943238795,94.0,41.0,189.7,445.2,35615.0,16704.0,21.5,0.0,"(34218.1, 37413.8]",41.5,40.9,42.1,"Barbour County, West Virginia",2.68,52.0,9.8,36.1,45.8,8.3,47.1,7.9,46.5,9.0,55.6,40.1,36.5,44.8,26.4,96.84418146,0.836770068,0.37654653,0.029884645,55.28885946,2.292860865
181.25190704895635,499.0,215.0,206.1,463.1,56737.0,111901.0,13.2,89.3647063,"(54545.6, 61494.5]",38.4,38.0,38.6,"Berkeley County, West Virginia",0.0263,51.8,17.0,40.8,32.2,10.0,38.2,12.7,58.7,9.7,70.0,0.0,49.7,33.1,17.3,87.80122144,7.333247489,1.052205585,0.905963725,51.52350516,4.8724681169999995
221.20445852170062,152.0,70.0,236.7,501.8,37625.0,23372.0,22.1,0.0,"(37413.8, 40362.7]",41.9,41.2,43.2,"Boone County, West Virginia",2.5,55.2,21.3,42.9,0.0,5.2,49.4,5.4,39.5,9.2,60.2,42.8,41.3,46.3,25.4,98.3125,0.675,0.091666667,0.12916666699999999,53.06378967,4.220287661
194.37787652374558,80.0,40.0,196.3,396.6,33817.0,14415.0,22.2,0.0,"[22640, 34218.1]",44.5,43.7,45.3,"Braxton County, West Virginia",2.51,52.4,32.6,46.2,0.0,3.4,49.1,8.5,44.3,14.4,56.1,41.9,38.9,43.4,25.4,97.91234619,0.497718789,0.0,0.0,53.27269485,5.469020422000001
190.19010196575618,164.0,69.0,186.2,481.6,43572.0,23350.0,15.1,0.0,"(42724.4, 45201]",45.9,44.1,48.0,"Brooke County, West Virginia",2.26,50.3,11.1,30.6,0.0,3.8,43.7,11.0,51.9,6.4,68.3,49.5,46.4,39.7,19.4,96.81808578,1.745193323,0.515529263,0.063384745,47.58723829,4.970530452
189.39574640759758,564.0,237.0,194.0,483.4,34887.0,96844.0,21.9,330.4283177,"(34218.1, 37413.8]",38.5,36.9,39.9,"Cabell County, West Virginia",2.32,43.0,9.7,28.2,0.0,11.5,31.9,14.8,50.3,6.8,63.3,48.2,44.4,39.0,21.7,91.06936297,4.818020326,1.189787656,0.228249194,40.76501639,4.521925134
205.95909431907,50.0,25.0,226.5,459.9,32162.0,7470.0,21.8,0.0,"[22640, 34218.1]",47.0,47.6,46.5,"Calhoun County, West Virginia",2.44,55.7,11.6,31.4,0.0,0.0,48.9,7.6,39.9,18.1,52.4,36.5,35.1,46.0,25.2,98.25327511,0.09262935,0.052931057000000004,0.026465528999999998,53.33333333,4.7801147230000005
240.50091646613174,70.0,26.0,212.9,591.0,32961.0,8910.0,25.1,4938.271605,"[22640, 34218.1]",43.3,43.4,43.3,"Clay County, West Virginia",2.62,55.8,19.5,51.1,0.0,0.0,49.1,5.8,39.6,12.3,48.7,33.7,32.6,52.0,32.5,98.04178974,0.0,0.0,0.043758889,58.09248555,8.753056235
145.31395789534764,25.0,19.0,185.6,234.0,41838.0,8176.0,17.4,0.0,"(40362.7, 42724.4]",43.7,41.8,45.5,"Doddridge County, West Virginia",2.85,45.8,26.2,61.7,10.1,1.9,44.3,8.8,41.0,6.5,55.2,37.7,35.5,45.2,25.4,96.67113767,1.085233508,0.085355444,0.0,53.92670157,6.016466117999999
203.0202202028167,280.0,137.0,217.0,457.0,36739.0,44997.0,21.4,0.0,"(34218.1, 37413.8]",43.2,42.0,45.1,"Fayette County, West Virginia",2.47,50.9,17.3,49.3,0.0,4.4,44.4,8.4,42.6,9.2,53.4,36.1,34.0,47.8,27.8,93.37637809,5.160978609,0.103219572,0.23059691699999998,49.88397759,6.526136485
191.29923393016045,45.0,21.0,209.9,463.1,32705.0,8518.0,28.9,0.0,"[22640, 34218.1]",38.4,37.4,41.2,"Gilmer County, West Virginia",2.4,43.2,7.8,29.4,0.0,3.9,36.6,9.8,37.1,9.4,61.3,0.0,41.2,39.0,18.8,81.55946321,10.89773253,0.32392410899999996,1.353540028,52.58746356,2.328431373
165.41998622610157,58.0,22.0,128.0,356.3,41039.0,11766.0,17.0,0.0,"(40362.7, 42724.4]",45.6,45.5,45.7,"Grant County, West Virginia",0.027999999999999997,50.5,16.3,41.5,33.8,8.4,50.2,7.0,51.3,6.7,65.1,48.0,44.5,42.4,21.2,97.37621667,1.379602201,0.0,0.11002962300000001,55.4011976,3.528435035
204.12668953858568,250.0,103.0,195.1,494.9,36996.0,35516.0,21.1,0.0,"(34218.1, 37413.8]",45.3,44.6,46.7,"Greenbrier County, West Virginia",2.28,52.2,22.4,36.6,27.8,13.3,44.0,11.2,48.2,7.2,61.9,43.3,39.1,43.0,22.1,94.14288118,2.299108395,0.38692312,0.42617619,47.48027903,4.354354354
213.8668112158705,145.0,66.0,212.1,475.1,35980.0,23353.0,21.2,0.0,"(34218.1, 37413.8]",44.6,44.0,45.1,"Hampshire County, West Virginia",2.25,38.7,21.5,47.4,0.0,5.3,50.0,6.9,46.0,8.1,50.5,38.2,35.6,44.7,31.1,97.15827033,1.422988701,0.03398182,0.097697732,33.68648224,2.28320067
186.88939589642442,218.0,85.0,184.1,495.0,48178.0,29815.0,12.9,0.0,"(48021.6, 51046.4]",45.6,44.1,47.9,"Hancock County, West Virginia",2.32,51.8,20.0,23.8,0.0,14.8,42.8,12.6,53.2,7.2,69.5,50.3,46.7,37.6,17.1,95.71537366,2.238336479,0.248336148,0.0,48.44113541,5.693029274
178.21333412598005,68.0,29.0,153.0,374.9,41010.0,13852.0,15.3,0.0,"(40362.7, 42724.4]",44.5,44.2,45.0,"Hardy County, West Virginia",2.69,50.1,24.9,54.2,0.0,3.9,47.7,9.3,53.7,7.9,65.8,0.0,46.9,38.2,19.1,94.69001148,4.355625718,0.46641791,0.215269805,51.41582622,2.955003358
194.4760526101094,449.0,192.0,206.7,506.6,42121.0,68714.0,13.9,160.0838257,"(40362.7, 42724.4]",42.0,40.5,43.5,"Harrison County, West Virginia",2.48,52.4,17.7,38.6,34.2,9.5,39.5,13.5,53.0,7.4,64.0,47.3,44.0,39.5,21.3,95.67378765,1.820342619,0.526102206,0.15507695900000001,49.69820377,5.060383303
192.54543658710259,182.0,78.0,194.2,475.8,41121.0,29237.0,16.7,0.0,"(40362.7, 42724.4]",42.6,41.2,44.1,"Jackson County, West Virginia",2.62,54.5,13.7,41.2,35.9,9.2,41.1,11.7,46.8,6.8,66.9,48.8,45.6,40.6,21.3,97.40224228,0.66311184,0.201668034,0.061525841,55.45062062,4.735242361
162.80750040956337,245.0,101.0,178.2,423.7,66950.0,56482.0,10.2,0.0,"(61494.5, 125635]",39.7,39.9,39.3,"Jefferson County, West Virginia",2.65,53.3,14.1,24.5,55.3,6.2,32.1,18.2,60.3,8.4,73.3,58.6,53.8,29.2,14.6,88.24211251,6.96562466,1.6227768319999998,0.56688521,54.09965078,4.995519713
197.3194599281755,1285.0,539.0,205.4,508.7,43936.0,188332.0,16.8,191.1517958,"(42724.4, 45201]",42.8,40.9,44.3,"Kanawha County, West Virginia",2.28,47.9,20.4,33.0,0.0,7.6,37.3,14.7,54.1,7.0,66.0,48.6,45.4,39.4,20.4,88.72214738,4.4758125810000005,1.100738543,0.18922219699999998,43.74346505,4.091266719
221.02316341215217,124.0,50.0,218.4,553.0,40568.0,16448.0,20.0,0.0,"(40362.7, 42724.4]",43.3,42.2,44.7,"Lewis County, West Virginia",2.48,50.6,15.6,41.8,0.0,9.8,49.7,9.3,47.1,7.2,56.4,39.4,35.5,46.8,26.9,97.80941949999999,0.535475234,0.261652671,0.0,49.87741342,4.374100718999999
222.26206740151508,139.0,60.0,226.9,513.2,34295.0,21415.0,24.4,46.69624095,"(34218.1, 37413.8]",41.9,41.4,42.8,"Lincoln County, West Virginia",2.69,50.6,16.9,50.7,27.2,5.2,43.4,5.7,42.2,10.1,51.7,34.3,31.7,52.6,31.6,98.32560297,0.477736549,0.269016698,0.0,52.9271954,2.635983264
218.0477583198332,245.0,113.0,240.1,523.9,36437.0,34707.0,20.2,28.81263146,"(34218.1, 37413.8]",42.6,41.5,44.1,"Logan County, West Virginia",2.5,53.1,15.0,45.9,0.0,2.2,41.6,5.5,40.5,10.9,56.1,40.5,39.9,45.5,25.8,96.44574944,2.192393736,0.363534676,0.164988814,52.33924375,4.195713917
230.2937290583178,137.0,70.0,234.8,457.1,24707.0,19835.0,34.9,0.0,"[22640, 34218.1]",44.1,41.5,46.5,"McDowell County, West Virginia",2.39,46.0,32.3,51.6,0.0,3.1,43.9,3.2,27.0,13.3,39.7,24.3,23.4,58.5,37.7,89.35679262,9.157773291,0.0,0.572060379,44.26650367,3.860072376
197.11838571126006,373.0,144.0,188.8,510.9,43729.0,56925.0,17.9,0.0,"(42724.4, 45201]",41.1,39.7,42.7,"Marion County, West Virginia",2.47,51.0,11.2,34.4,0.0,5.4,40.9,14.5,0.0,4.9,67.6,0.0,48.5,35.7,18.3,93.95492164,3.62211657,0.515935904,0.0,49.46399182,5.113459745
192.7197440812136,208.0,87.0,184.6,456.3,43356.0,31978.0,15.2,0.0,"(42724.4, 45201]",44.3,42.9,46.5,"Marshall County, West Virginia",2.36,57.7,8.5,45.9,0.0,9.2,45.1,11.4,50.9,7.0,70.3,50.4,47.8,37.5,17.0,97.66625616,0.858990148,0.406403941,0.172413793,55.3172673,3.174132305
205.96346045692655,168.0,78.0,209.5,463.4,35799.0,27037.0,20.6,1146.576913,"(34218.1, 37413.8]",43.0,42.3,44.1,"Mason County, West Virginia",2.44,51.6,23.1,42.5,0.0,3.3,47.5,7.8,41.2,10.3,59.6,41.6,39.0,47.6,26.6,97.86584244,0.724877654,0.058873312000000004,0.099348714,50.71046319,3.66910141
197.95812563714875,418.0,184.0,210.0,493.8,35046.0,61164.0,20.5,81.74743313,"(34218.1, 37413.8]",42.3,40.6,43.7,"Mercer County, West Virginia",2.39,50.6,14.0,37.3,0.0,6.1,37.9,12.5,46.6,5.1,56.4,0.0,35.9,48.2,27.1,91.14249245,5.857071303,0.654376242,0.17773181899999999,48.3713803,4.807972069
195.93430273899236,170.0,76.0,198.4,456.6,40012.0,27451.0,16.1,0.0,"(37413.8, 40362.7]",43.2,42.1,44.4,"Mineral County, West Virginia",2.4,44.2,9.5,48.4,37.3,4.8,50.2,8.5,47.0,8.8,58.6,45.1,41.6,39.4,23.3,94.81534859,3.1453792110000003,0.299045217,0.169338858,42.97381269,7.391231312
231.52795568481758,163.0,76.0,240.8,507.0,29839.0,25292.0,28.1,0.0,"[22640, 34218.1]",41.7,40.4,42.7,"Mingo County, West Virginia",2.38,55.6,17.2,47.3,0.0,0.6,41.0,5.4,38.1,14.1,51.6,35.6,34.1,50.9,31.3,96.08962246,1.415294435,0.408777139,0.327792989,52.14865363,2.796024928
171.23109511011788,382.0,132.0,155.9,444.5,43835.0,104236.0,22.5,95.9361449,"(42724.4, 45201]",30.0,28.5,31.3,"Monongalia County, West Virginia",2.56,37.2,3.5,23.8,58.2,14.5,29.9,20.6,55.4,5.8,76.5,63.8,57.1,23.3,12.4,90.57717276,3.597002007,3.1504504860000004,0.35311012299999994,40.42122317,4.001671717
194.86594881066014,86.0,39.0,190.7,434.6,36351.0,13506.0,19.3,0.0,"(34218.1, 37413.8]",46.6,45.4,48.3,"Monroe County, West Virginia",2.3,56.8,10.6,42.0,47.0,0.3,49.4,8.7,48.0,7.3,60.5,40.4,36.6,45.2,23.7,97.65619224,0.695009242,0.0,0.0,53.16042597,6.07651913
180.57101442048588,105.0,52.0,209.7,425.4,44446.0,17524.0,13.0,0.0,"(42724.4, 45201]",46.1,45.8,46.6,"Morgan County, West Virginia",2.36,47.7,13.3,53.1,0.0,7.6,41.2,11.1,49.3,12.3,63.7,0.0,38.4,38.4,17.3,97.35622318,0.7725321890000001,0.417739628,0.0,45.14153511,4.090035685
204.09925004044405,160.0,72.0,199.8,455.5,36375.0,25594.0,19.6,0.0,"(34218.1, 37413.8]",43.4,42.3,44.7,"Nicholas County, West Virginia",2.39,57.9,14.7,44.2,0.0,1.3,48.0,8.2,46.5,8.4,61.6,0.0,42.2,44.1,23.5,99.32896259,0.034708831,0.20825298899999997,0.0,55.74302401,3.346456693
183.77860168359018,308.0,123.0,184.4,500.9,40195.0,43066.0,18.4,301.8622579,"(37413.8, 40362.7]",43.3,41.3,45.1,"Ohio County, West Virginia",2.24,45.2,8.9,26.7,0.0,8.1,34.5,18.7,56.0,5.5,70.9,0.0,47.9,36.2,16.8,93.13655843,4.152439444,0.850195935,0.288745789,42.92698827,3.2572266439999997
172.00558456772046,45.0,19.0,139.8,381.8,38204.0,7229.0,16.7,0.0,"(37413.8, 40362.7]",49.1,47.4,50.3,"Pendleton County, West Virginia",2.35,55.3,25.9,41.3,0.0,3.6,46.0,7.3,45.4,4.9,59.8,41.0,31.0,45.3,24.1,95.9605512,2.7289921639999997,0.040529587,0.108078898,54.86268174,7.611940299
200.87221543964338,45.0,21.0,213.3,458.9,44801.0,7674.0,16.5,0.0,"(42724.4, 45201]",43.6,42.0,45.6,"Pleasants County, West Virginia",2.43,55.0,9.0,47.1,0.0,4.3,50.1,7.3,45.6,8.2,71.6,53.8,51.8,36.8,17.7,97.14510215,0.275013096,0.0,0.0,56.79225717,2.966381015
181.72354192450032,50.0,23.0,176.8,384.8,34341.0,8607.0,17.6,0.0,"(34218.1, 37413.8]",48.4,47.9,49.0,"Pocahontas County, West Virginia",2.24,56.4,10.0,54.9,27.1,8.0,47.4,10.0,50.7,5.7,60.0,40.0,37.8,44.9,23.0,96.75750259,1.483270093,0.0,0.0,53.27803051,4.256631709
189.26753308453684,183.0,73.0,169.8,435.3,41420.0,33940.0,17.6,0.0,"(40362.7, 42724.4]",42.3,40.4,43.5,"Preston County, West Virginia",2.52,53.3,18.0,44.6,31.4,5.9,46.4,9.0,49.5,7.0,63.5,46.8,43.8,39.3,21.1,94.16427578,3.9723150639999996,0.156762992,0.328314946,56.80724824,4.038301415
185.3803192412307,328.0,114.0,171.5,497.2,59472.0,56848.0,10.0,211.0892204,"(54545.6, 61494.5]",41.0,40.4,41.6,"Putnam County, West Virginia",2.6,57.4,7.7,43.6,43.0,5.8,37.8,14.8,57.7,3.7,73.6,59.4,55.3,31.2,15.8,96.62520319,1.500106015,0.33924659,0.169623295,58.72299258,6.034482758999999
191.53301285181038,482.0,206.0,198.2,469.6,40270.0,77510.0,17.7,12.90156109,"(37413.8, 40362.7]",41.6,40.0,43.4,"Raleigh County, West Virginia",2.4,51.3,11.9,41.1,0.0,8.3,39.5,12.0,45.5,6.6,60.6,36.8,33.6,44.6,24.0,88.30214159,8.28099321,1.188641025,0.52488757,49.67065294,3.77850558
185.11823091695788,161.0,68.0,168.6,405.2,37468.0,29126.0,20.8,0.0,"(37413.8, 40362.7]",43.2,41.7,45.1,"Randolph County, West Virginia",2.35,52.2,24.3,35.7,0.0,7.6,46.3,10.6,48.7,6.7,59.6,43.1,40.5,43.3,23.4,96.90447812,1.924059254,0.17708156,0.08854078,51.97613076,4.231027535
207.0505055418455,72.0,32.0,214.7,502.0,46383.0,9982.0,17.7,0.0,"(45201, 48021.6]",45.2,45.1,45.3,"Ritchie County, West Virginia",2.56,49.5,23.1,38.0,0.0,0.3,47.9,6.3,44.8,10.6,57.4,38.9,37.0,46.9,24.3,98.234714,0.473372781,0.0,0.029585799,49.74632166,6.267539757000001
208.49432940129918,89.0,41.0,204.0,449.2,33041.0,14435.0,23.1,0.0,"[22640, 34218.1]",44.2,43.2,45.0,"Roane County, West Virginia",2.48,53.9,26.0,45.8,0.0,10.0,46.5,8.2,41.3,8.9,51.6,36.0,32.9,51.8,32.6,97.9365947,0.020497404,0.12981689,0.204974037,52.19686649,2.353331124
189.78815868513243,76.0,36.0,170.4,377.1,32456.0,13239.0,25.8,0.0,"[22640, 34218.1]",46.3,46.9,46.0,"Summers County, West Virginia",2.22,53.5,20.0,46.2,0.0,8.4,40.5,7.6,42.2,10.0,60.2,38.7,35.2,49.6,24.7,93.04489073,5.06497342,0.147666864,0.191966923,50.44770774,3.8126688680000003
178.8377684827466,87.0,39.0,172.2,400.9,40305.0,16912.0,16.8,0.0,"(37413.8, 40362.7]",43.0,41.6,44.5,"Taylor County, West Virginia",2.45,52.3,9.2,44.6,0.0,5.0,43.6,11.7,48.9,9.5,63.7,45.9,43.9,42.6,20.6,97.26100018,0.948341874,0.960122519,0.035341933,52.0647653,6.801152738
217.76834612190947,56.0,19.0,168.1,528.4,36466.0,6966.0,17.1,0.0,"(34218.1, 37413.8]",47.7,47.0,48.4,"Tucker County, West Virginia",2.26,60.5,7.0,50.6,0.0,0.0,52.7,7.1,51.7,7.6,68.0,0.0,46.1,39.3,17.9,98.16408491,0.22948938600000002,0.602409639,0.0,56.87707641,3.868613139
200.23232134715747,61.0,27.0,199.1,468.3,41019.0,8975.0,15.8,0.0,"(40362.7, 42724.4]",46.2,45.6,46.9,"Tyler County, West Virginia",2.48,53.5,19.0,44.1,0.0,6.3,49.2,7.2,44.1,10.9,62.3,41.7,38.9,43.0,19.8,98.73796081,0.166057788,0.0,0.022141038,52.40597345,1.988950276
195.86107015285532,142.0,60.0,189.5,453.7,38387.0,24758.0,19.7,0.0,"(37413.8, 40362.7]",41.8,41.2,42.5,"Upshur County, West Virginia",2.57,51.5,9.1,39.1,0.0,6.1,48.4,9.3,48.2,8.0,59.7,45.0,41.3,40.2,23.3,97.41449511,1.099348534,0.23615635199999999,0.052931596,53.55768173,5.300938708
195.19048241551806,236.0,102.0,183.8,433.2,37242.0,40971.0,20.0,24.40750775,"(34218.1, 37413.8]",42.5,41.3,43.5,"Wayne County, West Virginia",2.47,48.9,13.4,43.3,0.0,3.2,40.9,7.5,43.3,9.9,54.6,39.7,37.0,45.6,27.1,97.9300706,0.361454493,0.132533314,0.214462999,47.52860823,4.112005292
232.4445925703958,65.0,33.0,259.5,511.9,29331.0,8755.0,26.1,114.22044550000001,"[22640, 34218.1]",46.3,45.5,46.6,"Webster County, West Virginia",2.28,54.1,10.4,54.6,32.3,2.8,43.0,5.3,40.2,14.8,45.1,31.2,28.2,53.3,35.4,97.98364512,0.123221687,0.369665061,0.0,48.72652431,4.203539823
212.09691280196157,120.0,50.0,202.6,514.6,40013.0,15816.0,18.5,0.0,"(37413.8, 40362.7]",46.0,44.6,47.2,"Wetzel County, West Virginia",2.46,51.4,19.8,52.5,0.0,3.2,48.7,6.0,41.7,8.1,63.5,42.7,39.7,44.6,21.3,98.44030451,0.117596088,0.470384354,0.0,51.70881226,6.161137441
